VM,Task,Function Index,Task Name,Budget Function,used_budget_per_period_read[0],used_budget_per_period_read[1],used_budget_per_period_read[2],used_budget_per_period_read[3],used_budget_per_period_read[4],used_budget_per_period_read[5],used_budget_per_period_read[6],used_budget_per_period_read[7],used_budget_per_period_read[8],used_budget_per_period_read[9],used_budget_per_period_write[0],used_budget_per_period_write[1],used_budget_per_period_write[2],used_budget_per_period_write[3],used_budget_per_period_write[4],used_budget_per_period_write[5],used_budget_per_period_write[6],used_budget_per_period_write[7],used_budget_per_period_write[8],used_budget_per_period_write[9],total_used_budget_rw_per_index[0],total_used_budget_rw_per_index[1],total_used_budget_rw_per_index[2],total_used_budget_rw_per_index[3],total_used_budget_rw_per_index[4],total_used_budget_rw_per_index[5],total_used_budget_rw_per_index[6],total_used_budget_rw_per_index[7],total_used_budget_rw_per_index[8],total_used_budget_rw_per_index[9],total_used_budget_rw,calc_per_period_read[0],calc_per_period_read[1],calc_per_period_read[2],calc_per_period_read[3],calc_per_period_read[4],calc_per_period_read[5],calc_per_period_read[6],calc_per_period_read[7],calc_per_period_read[8],calc_per_period_read[9],calc_per_period_write[0],calc_per_period_write[1],calc_per_period_write[2],calc_per_period_write[3],calc_per_period_write[4],calc_per_period_write[5],calc_per_period_write[6],calc_per_period_write[7],calc_per_period_write[8],calc_per_period_write[9],total_calc_rw_per_index[0],total_calc_rw_per_index[1],total_calc_rw_per_index[2],total_calc_rw_per_index[3],total_calc_rw_per_index[4],total_calc_rw_per_index[5],total_calc_rw_per_index[6],total_calc_rw_per_index[7],total_calc_rw_per_index[8],total_calc_rw_per_index[9],total_calc_rw,clock_per_period[0],clock_per_period[1],clock_per_period[2],clock_per_period[3],clock_per_period[4],clock_per_period[5],clock_per_period[6],clock_per_period[7],clock_per_period[8],clock_per_period[9],total_clock
2,0,12,equals_ab,EWMA,13,10,9,9,8,8,8,8,8,8,5,8,9,9,6,6,6,6,6,6,18,18,18,18,14,14,14,14,14,14,156,2,3,4,4,4,4,4,4,4,4,1,2,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,7,7,7,64,666,312,309,309,309,312,312,309,309,312,3459
3,0,14,greater_than_ab,EWMA,13,10,9,9,8,8,8,8,8,8,5,8,9,9,8,7,5,7,7,7,18,18,18,18,16,15,13,15,15,15,161,2,3,4,4,4,4,4,4,4,4,1,2,3,3,4,4,4,4,4,4,3,5,7,7,8,8,8,8,8,8,70,507,312,312,312,309,312,312,312,312,309,3309
1,1,11,shift_b_right_1,EWMA,8,7,7,8,8,6,6,6,6,6,8,7,7,8,8,5,5,5,5,5,16,14,14,16,16,11,11,11,11,11,131,3,3,3,4,4,4,4,4,4,4,1,2,2,3,3,3,3,3,3,3,4,5,5,7,7,7,7,7,7,7,63,303,302,303,303,303,303,303,303,303,303,3029
3,1,15,less_than_ab,EWMA,12,12,10,9,9,9,9,8,8,8,9,9,8,7,7,7,7,6,6,6,21,21,18,16,16,16,16,14,14,14,166,2,2,3,4,4,4,4,4,4,4,1,1,2,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,7,7,60,312,331,308,308,311,311,311,311,308,311,3122
0,0,16,max_ab,EWMA,13,11,10,10,9,8,8,8,8,8,5,8,8,8,7,7,6,7,7,7,18,19,18,18,16,15,14,15,15,15,163,2,3,4,4,5,5,5,5,5,5,1,2,3,3,3,3,3,3,3,3,3,5,7,7,8,8,8,8,8,8,70,512,307,307,310,307,310,307,310,310,310,3290
1,0,18,logical_and,EWMA,11,11,11,10,9,8,9,9,9,9,9,9,9,8,7,6,7,7,7,7,20,20,20,18,16,14,16,16,16,16,172,3,4,4,5,5,5,5,5,5,5,1,2,2,3,3,3,3,3,3,3,4,6,6,8,8,8,8,8,8,8,72,511,310,310,310,310,310,310,310,310,310,3301
0,1,17,min_ab,EWMA,13,13,10,9,9,9,8,8,8,8,9,9,9,8,8,8,7,7,7,7,22,22,19,17,17,17,15,15,15,15,174,2,2,3,4,4,4,4,4,4,4,1,1,2,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,7,7,60,307,337,310,307,310,310,310,307,310,310,3118
2,0,20,logical_not_equal,EWMA,12,10,7,7,9,8,8,8,8,8,9,8,8,8,6,6,6,6,6,6,21,18,15,15,15,14,14,14,14,14,154,2,3,3,3,4,4,4,4,4,4,1,2,3,3,3,3,3,3,3,3,3,5,6,6,7,7,7,7,7,7,62,679,312,312,312,312,309,309,312,309,309,3475
3,0,22,decrement_b_100_times,EWMA,362,362,362,362,362,362,362,362,362,362,264,264,264,264,264,264,264,264,264,264,626,626,626,626,626,626,626,626,626,626,6260,72,72,72,72,72,72,72,72,72,72,52,52,52,52,52,52,52,52,52,52,124,124,124,124,124,124,124,124,124,124,1240,1271,1238,1893,1865,1860,1869,1864,1862,1860,1860,17442
1,1,19,logical_or,EWMA,15,15,11,10,10,8,8,9,9,9,5,5,8,7,7,7,7,6,6,6,20,20,19,17,17,15,15,15,15,15,168,3,3,4,5,5,5,5,5,5,5,1,1,2,3,3,3,3,3,3,3,4,4,6,8,8,8,8,8,8,8,70,329,337,310,310,310,310,310,310,310,310,3146
0,0,24,sum_1_to_100,EWMA,464,464,464,464,464,464,464,464,464,464,260,260,260,260,260,260,260,260,260,260,724,724,724,724,724,724,724,724,724,724,7240,92,92,92,92,92,92,92,92,92,92,52,52,52,52,52,52,52,52,52,52,144,144,144,144,144,144,144,144,144,144,1440,1210,1032,1715,1678,1675,1673,1676,1676,1676,1676,15687
1,0,26,popcount_a,EWMA,122,122,122,122,122,122,122,122,122,122,86,86,86,86,86,86,86,86,86,86,208,208,208,208,208,208,208,208,208,208,2080,24,24,24,24,24,24,24,24,24,24,17,17,17,17,17,17,17,17,17,17,41,41,41,41,41,41,41,41,41,41,410,681,434,1112,1077,1068,1077,1068,1070,1075,1070,9732
2,0,28,lcg_sequence,EWMA,121,121,102,87,78,71,71,66,21,69,92,92,76,65,58,60,60,48,9,57,213,213,178,152,136,131,131,114,30,126,1424,24,24,39,48,54,57,57,58,50,53,18,18,29,36,40,44,44,44,37,41,42,42,68,84,94,101,101,102,87,94,815,1019,739,1394,1352,1367,1350,1350,1350,1350,1373,12644
3,1,31,sum_of_squares_0_to_99,EWMA,470,376,376,319,286,286,266,254,254,247,265,213,213,180,162,162,150,143,143,139,735,589,589,499,448,448,416,397,397,386,4904,94,150,150,183,203,203,215,222,222,227,53,85,85,104,115,115,122,126,126,128,147,235,235,287,318,318,337,348,348,355,2928,1366,1386,1754,1704,1990,1990,1992,1994,1997,1988,18161
3,0,30,sum_of_squares_ab,EWMA,11,9,10,8,8,8,8,8,8,8,236,3,5,3,3,3,3,3,3,3,247,12,15,11,11,11,11,11,11,11,351,134,5,6,6,6,6,6,6,6,6,233,1,1,1,1,1,1,1,1,1,367,6,7,7,7,7,7,7,7,7,429,654,305,308,308,308,308,308,308,305,305,3417
0,0,32,repeated_square_mod,EWMA,95,95,95,95,95,95,95,95,95,95,75,75,75,75,75,75,75,75,75,75,170,170,170,170,170,170,170,170,170,170,1700,19,19,19,19,19,19,19,19,19,19,15,15,15,15,15,15,15,15,15,15,34,34,34,34,34,34,34,34,34,34,340,747,517,1154,1130,1133,1137,1133,1131,1135,1135,10352
1,0,34,fibonacci_20,EWMA,177,177,177,177,177,177,177,177,177,177,141,141,141,141,141,141,141,141,141,141,318,318,318,318,318,318,318,318,318,318,3180,35,35,35,35,35,35,35,35,35,35,28,28,28,28,28,28,28,28,28,28,63,63,63,63,63,63,63,63,63,63,630,643,586,1277,1227,1220,1234,1228,1197,1229,1194,11035
2,0,36,russian_peasant_mul,EWMA,125,125,98,84,82,32,32,81,31,80,87,87,73,66,51,9,9,54,11,55,212,212,171,150,133,41,41,135,42,135,1272,25,25,39,48,54,49,49,55,50,56,17,17,28,35,38,32,32,36,31,35,42,42,67,83,92,81,81,91,81,91,751,901,600,1222,1146,1107,1147,1137,1134,1153,1091,10638
3,0,38,sum_of_cubes_1_to_10,EWMA,120,120,120,92,33,33,33,78,78,26,74,74,74,59,10,10,10,52,52,7,194,194,194,151,43,43,43,130,130,33,1155,24,24,24,37,36,36,36,44,44,40,14,14,14,23,20,20,20,26,26,22,38,38,38,60,56,56,56,70,70,62,544,732,406,1108,1058,1076,1027,1024,1043,1043,1037,9554
3,1,39,xor_all_globals,EWMA,25,12,12,12,11,11,10,10,10,10,8,4,4,6,5,5,5,5,5,5,33,16,16,18,16,16,15,15,15,15,175,41,4,4,5,6,6,6,6,6,6,21,1,1,2,2,2,2,2,2,2,62,5,5,7,8,8,8,8,8,8,127,312,335,335,331,307,307,304,307,307,307,3152
0,0,40,complex_bitwise,EWMA,16,13,9,9,9,9,8,9,9,9,6,5,10,10,9,8,6,7,7,7,22,18,19,19,18,17,14,16,16,16,175,3,5,5,5,5,5,5,5,5,5,1,1,2,2,3,4,4,4,4,4,4,6,7,7,8,9,9,9,9,9,77,510,310,310,310,310,310,310,310,310,307,3297
1,0,42,mixed_arithmetic_masked,EWMA,16,13,11,10,10,10,10,10,10,8,6,10,9,8,7,7,7,7,7,11,22,23,20,18,17,17,17,17,17,19,187,3,5,6,6,6,6,6,6,6,6,1,2,3,4,4,4,4,4,4,5,4,7,9,10,10,10,10,10,10,11,91,645,315,315,315,315,315,315,315,315,315,3480
0,1,41,mixed_arithmetic_mod,EWMA,15,15,11,10,10,10,9,9,9,9,5,5,8,7,7,7,6,6,6,6,20,20,19,17,17,17,15,15,15,15,170,3,3,4,5,5,5,5,5,5,5,1,1,2,3,3,3,3,3,3,3,4,4,6,8,8,8,8,8,8,8,70,326,309,310,307,307,310,310,307,310,310,3106
2,0,44,abs_a_bitwise,EWMA,15,12,12,12,10,9,9,9,9,9,13,11,12,12,9,8,8,8,8,8,28,23,24,24,19,17,17,17,17,17,203,3,4,5,5,6,6,6,6,6,6,2,3,4,4,5,5,5,5,5,5,5,7,9,9,11,11,11,11,11,11,96,795,313,316,316,313,313,313,313,316,316,3624
1,1,43,swap_ab_and_sum,EWMA,21,17,17,15,14,14,14,10,10,10,16,13,13,11,10,10,10,10,10,10,37,30,30,26,24,24,24,20,20,20,255,4,6,6,7,8,8,8,8,8,8,3,5,5,6,6,6,6,6,6,6,7,11,11,13,14,14,14,14,14,14,126,318,351,318,318,318,318,318,318,318,318,3213
3,1,47,parity_a,EWMA,126,102,102,80,74,74,74,74,74,74,87,72,72,58,46,46,46,46,46,46,213,174,174,138,120,120,120,120,120,120,1419,25,40,40,48,53,53,53,53,53,53,17,28,28,34,36,36,36,36,36,36,42,68,68,82,89,89,89,89,89,89,794,475,498,1172,1124,1088,1101,1095,1089,1091,1091,9824
3,0,46,count_bits_in_b,EWMA,89,89,89,27,25,25,25,25,25,26,68,68,68,12,13,13,13,13,13,19,157,157,157,39,38,38,38,38,38,45,745,17,17,17,19,20,20,20,20,20,21,13,13,13,12,12,12,12,12,12,13,30,30,30,31,32,32,32,32,32,34,315,726,394,1055,1029,1001,997,1001,998,1002,1002,9205
0,1,49,simple_parity_a,EWMA,145,115,115,95,83,83,83,81,81,34,91,73,73,63,59,59,53,44,44,6,236,188,188,158,142,142,136,125,125,40,1480,29,46,46,55,60,60,64,67,67,60,18,29,29,35,39,39,41,41,41,34,47,75,75,90,99,99,105,108,108,94,900,501,483,1133,1091,1101,1093,1098,1083,1096,1073,9752
1,0,50,count_ones_in_a,EWMA,119,119,119,119,119,119,119,119,119,119,82,82,82,82,82,82,82,82,82,82,201,201,201,201,201,201,201,201,201,201,2010,23,23,23,23,23,23,23,23,23,23,16,16,16,16,16,16,16,16,16,16,39,39,39,39,39,39,39,39,39,39,390,668,426,1108,1069,1059,1061,1068,1059,1059,1059,9636
0,0,48,shift_mix_ab,EWMA,10,8,7,7,7,7,7,7,7,7,7,6,8,4,4,4,4,4,4,7,17,14,15,11,11,11,11,11,11,14,126,2,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,5,6,6,6,6,6,6,6,6,56,520,298,301,301,301,298,298,301,301,301,3220
2,0,52,selection_sort,EWMA,53711,53711,42939,36520,32616,30291,30291,28860,28123,27602,10824,10824,8640,7376,6553,6080,6080,5787,5691,5561,64535,64535,51579,43896,39169,36371,36371,34647,33814,33163,438080,10742,10742,17181,21048,23361,24747,24747,25569,26079,26383,2164,2164,3459,4242,4704,4979,4979,5140,5250,5312,12906,12906,20640,25290,28065,29726,29726,30709,31329,31695,252992,85176,83543,83727,83093,82847,82784,82935,83929,82653,82810,833497
3,0,54,insertion_sort,EWMA,21973,21973,21973,21973,21973,21973,21973,21973,21973,21973,5794,5794,5794,5794,5794,5794,5794,5794,5794,5794,27767,27767,27767,27767,27767,27767,27767,27767,27767,27767,277670,4394,4394,4394,4394,4394,4394,4394,4394,4394,4394,1158,1158,1158,1158,1158,1158,1158,1158,1158,1158,5552,5552,5552,5552,5552,5552,5552,5552,5552,5552,55520,43886,42470,43068,42777,42687,42751,42715,42690,42708,42690,428442
0,0,0,empty,SW,12,12,1,5,2,9,9,9,9,5,11,11,3,4,2,8,8,8,8,5,23,23,4,9,4,17,17,17,17,10,141,11,11,7,6,3,3,3,3,3,3,8,8,7,6,3,3,3,3,3,3,19,19,14,12,6,6,6,6,6,6,100,504,303,303,306,306,306,306,303,303,303,3243
1,0,2,subtract_ab,SW,12,12,12,12,12,12,12,12,12,12,10,10,1,3,4,7,7,7,7,6,22,22,13,15,16,19,19,19,19,18,182,12,12,12,12,12,12,12,12,12,12,9,9,7,5,3,3,3,3,3,3,21,21,19,17,15,15,15,15,15,15,168,594,306,306,306,306,306,306,306,306,306,3348
0,1,1,sum_ab,SW,8,9,9,9,4,6,6,7,7,7,7,8,8,8,3,5,5,6,6,6,15,17,17,17,7,11,11,13,13,13,134,4,9,9,9,7,6,6,6,6,6,4,8,8,8,6,5,5,5,5,5,8,17,17,17,13,11,11,11,11,11,127,304,327,304,301,304,304,301,304,304,304,3057
2,0,4,divide_ab,SW,13,13,13,13,13,13,13,13,13,13,10,10,1,3,4,7,7,6,7,6,23,23,14,16,17,20,20,19,20,19,191,13,13,13,13,13,13,13,13,13,13,8,8,7,5,3,3,3,3,3,3,21,21,20,18,16,16,16,16,16,16,176,609,311,311,311,311,311,311,311,311,311,3408
3,0,6,and_ab,SW,12,12,12,12,12,12,12,12,12,12,11,11,1,4,4,8,8,8,8,6,23,23,13,16,16,20,20,20,20,18,189,12,12,12,12,12,12,12,12,12,12,10,10,7,5,3,3,3,3,3,3,22,22,19,17,15,15,15,15,15,15,170,614,307,307,307,307,307,307,307,307,307,3377
1,1,3,multiply_ab,SW,12,12,12,12,12,12,12,12,12,12,6,9,1,1,3,5,5,7,7,7,18,21,13,13,15,17,17,19,19,19,171,12,12,12,12,12,12,12,12,12,12,4,9,6,6,4,3,3,3,3,3,16,21,18,18,16,15,15,15,15,15,164,306,333,306,306,306,306,306,306,306,306,3087
3,1,7,or_ab,SW,12,12,12,12,12,12,12,12,12,12,7,9,2,2,2,5,5,8,8,8,19,21,14,14,14,17,17,20,20,20,176,12,12,12,12,12,12,12,12,12,12,4,9,7,7,4,3,3,3,3,3,16,21,19,19,16,15,15,15,15,15,166,311,306,307,307,307,307,307,307,307,307,3073
0,0,8,xor_ab,SW,14,14,1,4,4,10,10,10,10,7,6,6,6,6,2,6,6,6,6,2,20,20,7,10,6,16,16,16,16,9,136,12,12,9,6,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,17,17,14,11,8,8,8,8,8,8,107,509,296,296,299,299,296,296,296,299,296,3182
1,0,10,shift_a_left_2,SW,12,12,1,4,4,9,9,9,9,7,10,10,1,4,3,7,7,7,7,5,22,22,2,8,7,16,16,16,16,12,137,11,11,8,6,3,3,3,3,3,3,9,9,6,5,3,3,3,3,3,3,20,20,14,11,6,6,6,6,6,6,101,487,303,303,303,303,303,303,303,303,303,3214
0,1,9,not_a,SW,8,12,1,1,1,4,4,10,10,10,8,11,2,2,2,2,2,3,6,6,16,23,3,3,3,6,6,13,16,16,105,5,11,8,8,5,2,2,2,2,2,3,9,8,8,8,8,8,5,4,4,8,20,16,16,13,10,10,7,6,6,112,302,326,299,299,296,299,296,296,299,299,3011
2,0,12,equals_ab,SW,12,12,12,12,12,12,12,12,12,12,11,11,1,2,4,7,7,7,7,7,23,23,13,14,16,19,19,19,19,19,184,12,12,12,12,12,12,12,12,12,12,8,8,7,5,2,2,2,2,2,2,20,20,19,17,14,14,14,14,14,14,160,848,312,312,312,312,312,309,312,309,312,3650
3,0,14,greater_than_ab,SW,12,12,12,12,12,12,12,12,12,12,11,11,3,3,3,8,8,8,8,6,23,23,15,15,15,20,20,20,20,18,189,12,12,12,12,12,12,12,12,12,12,8,8,8,6,3,3,3,3,3,3,20,20,20,18,15,15,15,15,15,15,168,511,312,312,312,312,312,312,312,312,312,3319
1,1,11,shift_b_right_1,SW,6,10,1,1,3,5,5,7,7,7,4,8,2,2,2,4,4,5,5,5,10,18,3,3,5,9,9,12,12,12,93,4,10,7,7,5,3,3,3,3,3,4,8,6,6,4,3,3,3,3,3,8,18,13,13,9,6,6,6,6,6,91,303,302,303,303,303,303,303,303,303,303,3029
3,1,15,less_than_ab,SW,12,12,12,12,12,12,12,12,12,12,6,9,2,2,2,5,5,6,6,6,18,21,14,14,14,17,17,18,18,18,169,12,12,12,12,12,12,12,12,12,12,5,9,7,7,4,3,3,3,3,3,17,21,19,19,16,15,15,15,15,15,167,312,334,311,308,308,311,311,308,311,311,3125
0,0,16,max_ab,SW,13,13,13,13,13,13,13,13,13,13,10,10,1,2,6,6,6,6,7,6,23,23,14,15,19,19,19,19,20,19,190,13,13,13,13,13,13,13,13,13,13,8,8,7,4,3,3,3,3,3,3,21,21,20,17,16,16,16,16,16,16,175,506,310,307,310,310,307,310,310,310,310,3290
1,0,18,logical_and,SW,14,14,14,14,14,14,14,14,14,14,10,10,2,3,4,7,7,7,7,6,24,24,16,17,18,21,21,21,21,20,203,14,14,14,14,14,14,14,14,14,14,8,8,7,5,3,3,3,3,3,3,22,22,21,19,17,17,17,17,17,17,186,661,310,310,310,310,310,310,310,310,310,3451
0,1,17,min_ab,SW,13,13,13,13,13,13,13,13,13,13,9,9,9,1,1,4,5,5,7,7,22,22,22,14,14,17,18,18,20,20,187,13,13,13,13,13,13,13,13,13,13,9,9,9,6,6,5,3,3,3,3,22,22,22,19,19,18,16,16,16,16,186,304,334,310,307,310,310,310,310,310,307,3112
2,0,20,logical_not_equal,SW,10,10,1,4,7,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,20,20,11,14,17,18,18,18,18,18,172,11,11,8,5,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,20,20,17,14,13,13,13,13,13,13,149,502,312,312,312,309,309,312,309,309,312,3298
1,1,19,logical_or,SW,14,14,14,14,14,14,14,14,14,14,6,9,2,2,2,5,5,6,6,6,20,23,16,16,16,19,19,20,20,20,189,14,14,14,14,14,14,14,14,14,14,4,8,7,7,4,3,3,3,3,3,18,22,21,21,18,17,17,17,17,17,185,329,337,310,310,310,310,310,310,310,310,3146
2,0,28,lcg_sequence,SW,125,125,125,125,125,125,125,125,125,125,95,95,95,95,95,95,95,95,95,95,220,220,220,220,220,220,220,220,220,220,2200,123,123,123,123,123,123,123,123,123,123,93,93,93,93,93,93,93,93,93,93,216,216,216,216,216,216,216,216,216,216,2160,1015,739,1424,1382,1382,1382,1350,1351,1367,1350,12742
3,0,30,sum_of_squares_ab,SW,15,15,15,15,15,15,15,15,15,15,6,6,3,6,4,6,6,4,6,4,21,21,18,21,19,21,21,19,21,19,201,14,14,14,14,14,14,14,14,14,14,5,5,4,4,4,4,4,4,4,4,19,19,18,18,18,18,18,18,18,18,182,516,305,305,305,308,305,305,305,308,308,3270
3,1,31,sum_of_squares_0_to_99,SW,469,469,469,469,469,469,469,469,469,469,265,265,265,265,265,265,265,265,265,265,734,734,734,734,734,734,734,734,734,734,7340,469,469,469,469,469,469,469,469,469,469,265,265,265,265,265,265,265,265,265,265,734,734,734,734,734,734,734,734,734,734,7340,1363,1386,2053,1707,1988,1989,1993,1989,1992,1991,18451
2,0,36,russian_peasant_mul,SW,124,124,124,124,124,124,124,124,124,124,91,91,91,91,91,91,91,91,91,91,215,215,215,215,215,215,215,215,215,215,2150,126,126,126,126,126,126,126,126,126,126,90,90,90,90,90,90,90,90,90,90,216,216,216,216,216,216,216,216,216,216,2160,943,601,1277,1153,1111,1115,1110,1115,1046,1063,10534
3,0,38,sum_of_cubes_1_to_10,SW,121,121,121,121,121,121,121,121,121,121,79,79,79,79,79,79,79,79,79,79,200,200,200,200,200,200,200,200,200,200,2000,122,122,122,122,122,122,122,122,122,122,77,77,77,77,77,77,77,77,77,77,199,199,199,199,199,199,199,199,199,199,1990,594,403,1109,1059,1084,1042,1032,1061,1034,1036,9454
3,1,39,xor_all_globals,SW,121,11,11,11,11,11,1,3,3,7,79,8,8,8,8,8,2,2,2,6,200,19,19,19,19,19,3,5,5,13,321,122,11,11,11,11,11,8,5,5,4,77,8,8,8,8,8,6,4,4,3,199,19,19,19,19,19,14,9,9,7,333,315,330,330,327,303,303,303,306,306,303,3126
0,0,40,complex_bitwise,SW,14,14,14,14,14,14,14,14,14,14,11,11,2,4,5,6,6,6,7,6,25,25,16,18,19,20,20,20,21,20,204,15,15,15,15,15,15,15,15,15,15,8,8,6,6,4,4,4,4,4,4,23,23,21,21,19,19,19,19,19,19,202,830,310,310,310,307,310,307,310,307,310,3611
1,0,42,mixed_arithmetic_masked,SW,16,16,16,16,16,16,16,16,16,16,11,11,2,3,6,7,7,7,7,7,27,27,18,19,22,23,23,23,23,23,228,16,16,16,16,16,16,16,16,16,16,9,9,8,5,4,4,4,4,4,4,25,25,24,21,20,20,20,20,20,20,215,510,315,315,315,315,315,315,315,315,315,3345
0,1,41,mixed_arithmetic_mod,SW,14,14,14,14,14,14,14,14,14,14,9,9,9,3,3,2,4,4,6,6,23,23,23,17,17,16,18,18,20,20,195,14,14,14,14,14,14,14,14,14,14,8,8,8,7,7,5,3,3,3,3,22,22,22,21,21,19,17,17,17,17,195,313,306,310,307,307,307,307,307,310,307,3081
2,0,44,abs_a_bitwise,SW,60,60,60,60,60,60,60,60,60,60,61,61,61,61,61,61,61,61,61,61,121,121,121,121,121,121,121,121,121,121,1210,30,30,30,30,30,30,30,30,30,30,29,29,29,29,29,29,29,29,29,29,59,59,59,59,59,59,59,59,59,59,590,669,316,316,316,316,316,313,313,313,313,3501
